Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
6,employer,High,22.0,yes,gold,2,6.0,2.0,2.0,1.0,3,condominium,10.0,Johor,3.0,Low,Low,High,accept,8
6,employer,Low,11.0,no,normal,2,6.0,2.0,2.0,1.0,2,condominium,10.0,Johor,2.0,Low,High,Medium,accept,9
2,self_employed,Medium,11.0,yes,normal,2,15.0,6.0,2.0,2.0,2,condominium,11.0,Johor,3.0,High,High,Medium,reject,7
2,self_employed,Low,16.0,no,normal,2,7.0,4.0,2.0,2.0,1,condominium,11.0,Johor,3.0,Low,Medium,Medium,accept,9
2,self_employed,Medium,21.0,yes,normal,2,7.0,4.0,2.0,1.0,3,condominium,11.0,Johor,3.0,Medium,Low,High,accept,8
2,self_employed,Medium,12.0,no,platinum,2,7.0,4.0,2.0,1.0,2,condominium,11.0,Johor,3.0,Low,Medium,Medium,accept,6
2,self_employed,High,22.0,yes,normal,2,7.0,4.0,2.0,1.0,3,condominium,11.0,Johor,3.0,Medium,Medium,Low,accept,7
2,self_employed,Medium,16.0,no,gold,2,15.0,4.0,2.0,1.0,1,condominium,11.0,Johor,2.0,High,Low,Medium,accept,8
2,self_employed,Medium,22.0,yes,gold,2,15.0,6.0,2.0,2.0,2,condominium,11.0,Johor,3.0,Low,High,Medium,accept,6
2,self_employed,Low,24.0,no,gold,2,7.0,6.0,2.0,1.0,1,condominium,11.0,Johor,2.0,Medium,Low,Low,accept,9
2,self_employed,High,18.0,yes,normal,2,15.0,4.0,2.0,2.0,3,condominium,11.0,Johor,1.0,Medium,Low,High,accept,9
2,self_employed,High,20.0,no,normal,2,7.0,4.0,2.0,1.0,1,condominium,11.0,Johor,3.0,Medium,High,Medium,accept,6
2,self_employed,Medium,23.0,yes,gold,2,15.0,4.0,2.0,1.0,2,condominium,11.0,Johor,2.0,Medium,High,High,accept,7
2,self_employed,High,20.0,no,normal,2,7.0,4.0,2.0,2.0,2,condominium,10.0,Johor,1.0,Low,Low,Medium,accept,7
2,self_employed,Low,12.0,yes,platinum,2,15.0,6.0,2.0,1.0,1,condominium,11.0,Johor,1.0,Medium,Low,High,accept,6
2,self_employed,Low,14.0,no,normal,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,1.0,High,Medium,Medium,accept,8
2,self_employed,Low,11.0,yes,platinum,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,3.0,Medium,High,Low,accept,7
2,self_employed,Low,16.0,no,platinum,2,15.0,4.0,2.0,2.0,1,condominium,11.0,Johor,3.0,Low,High,Medium,accept,6
2,self_employed,High,24.0,yes,gold,2,7.0,4.0,2.0,2.0,2,condominium,11.0,Johor,1.0,Medium,Medium,Medium,accept,7
2,self_employed,High,22.0,no,normal,2,7.0,6.0,2.0,2.0,3,condominium,11.0,Johor,3.0,Medium,Medium,Low,accept,9
2,self_employed,High,21.0,yes,platinum,2,7.0,6.0,2.0,1.0,3,condominium,11.0,Johor,3.0,Medium,Low,Medium,accept,7
2,self_employed,Medium,23.0,no,gold,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,1.0,Medium,High,Medium,reject,7
2,self_employed,Medium,17.0,yes,gold,2,7.0,4.0,2.0,2.0,2,condominium,11.0,Johor,3.0,Medium,Medium,Low,reject,9
2,self_employed,Medium,16.0,no,normal,2,15.0,6.0,2.0,2.0,1,condominium,11.0,Johor,1.0,Medium,Medium,High,reject,8
2,self_employed,High,21.0,yes,normal,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,1.0,Medium,High,High,accept,9
2,self_employed,High,12.0,no,gold,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,2.0,Medium,Low,High,accept,9
2,self_employed,Medium,22.0,yes,normal,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,2.0,Medium,High,Medium,accept,8
2,self_employed,Low,22.0,no,platinum,2,7.0,4.0,2.0,1.0,2,condominium,11.0,Johor,2.0,Medium,Low,High,accept,7
2,self_employed,Low,22.0,yes,normal,2,7.0,4.0,2.0,1.0,3,condominium,11.0,Johor,3.0,Medium,Low,Medium,reject,8
2,self_employed,Medium,22.0,no,normal,2,15.0,6.0,2.0,1.0,1,condominium,11.0,Johor,2.0,Medium,Low,High,reject,7
2,self_employed,High,22.0,yes,gold,2,7.0,6.0,2.0,2.0,3,condominium,11.0,Johor,3.0,Medium,Low,Medium,accept,9
2,self_employed,Medium,20.0,no,normal,2,7.0,6.0,2.0,2.0,1,condominium,10.0,Johor,3.0,Medium,Medium,Medium,accept,8
2,self_employed,High,15.0,yes,normal,2,7.0,4.0,2.0,2.0,2,condominium,11.0,Johor,3.0,Medium,Low,High,accept,9
2,self_employed,Medium,18.0,no,normal,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,3.0,High,Low,Low,reject,8
2,self_employed,High,15.0,yes,normal,2,7.0,6.0,2.0,1.0,2,condominium,11.0,Johor,2.0,Medium,High,Medium,accept,6
2,self_employed,Low,24.0,no,normal,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,3.0,High,Medium,Medium,reject,6
2,self_employed,High,22.0,yes,normal,2,7.0,6.0,2.0,1.0,3,condominium,11.0,Johor,3.0,Medium,Low,High,accept,9
2,self_employed,Low,12.0,no,normal,2,15.0,6.0,2.0,2.0,1,condominium,11.0,Johor,3.0,Medium,High,Medium,accept,9
2,self_employed,High,24.0,yes,normal,2,7.0,4.0,2.0,2.0,3,condominium,11.0,Johor,3.0,High,Medium,Medium,accept,6
2,self_employed,Medium,21.0,no,normal,2,7.0,6.0,2.0,1.0,2,condominium,10.0,Johor,2.0,Medium,Medium,Medium,accept,8
2,self_employed,Medium,23.0,yes,normal,2,7.0,4.0,2.0,2.0,1,condominium,10.0,Johor,3.0,High,Medium,Low,accept,6
2,self_employed,Medium,22.0,no,gold,2,7.0,6.0,2.0,2.0,3,condominium,11.0,Johor,3.0,Medium,Medium,Low,reject,9
2,self_employed,Medium,16.0,yes,normal,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,1.0,High,Low,Medium,accept,7
2,self_employed,Low,22.0,no,gold,2,7.0,6.0,2.0,2.0,3,condominium,11.0,Johor,3.0,Low,High,High,reject,8
2,self_employed,Low,10.0,yes,normal,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,3.0,High,Low,High,accept,6
2,self_employed,High,17.0,no,normal,2,7.0,6.0,2.0,2.0,3,condominium,11.0,Johor,3.0,Low,Medium,Medium,accept,6
2,self_employed,High,10.0,yes,normal,2,15.0,4.0,2.0,2.0,1,condominium,11.0,Johor,3.0,Medium,High,Low,accept,6
2,self_employed,High,10.0,no,normal,2,7.0,6.0,2.0,2.0,3,condominium,10.0,Johor,3.0,High,Medium,Medium,accept,9
2,self_employed,Medium,23.0,yes,normal,2,15.0,6.0,2.0,2.0,2,condominium,11.0,Johor,1.0,High,Medium,Medium,accept,8
2,self_employed,Medium,22.0,no,normal,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,3.0,High,Medium,Medium,reject,8
2,self_employed,Low,12.0,yes,gold,2,7.0,4.0,2.0,2.0,2,condominium,11.0,Johor,1.0,Low,Medium,Low,reject,7
2,self_employed,High,22.0,no,normal,2,7.0,6.0,2.0,2.0,3,condominium,11.0,Johor,1.0,High,Medium,High,accept,8
2,self_employed,Low,19.0,yes,platinum,2,7.0,6.0,2.0,1.0,1,condominium,10.0,Johor,3.0,High,High,Low,accept,8
2,self_employed,Medium,11.0,no,gold,2,7.0,6.0,2.0,2.0,3,condominium,10.0,Johor,2.0,Low,Medium,High,accept,8
2,self_employed,Medium,10.0,yes,normal,2,15.0,4.0,2.0,2.0,2,condominium,11.0,Johor,1.0,Low,Low,Medium,accept,7
2,self_employed,Medium,17.0,no,normal,2,7.0,6.0,2.0,2.0,3,condominium,11.0,Johor,2.0,Medium,Medium,Low,accept,8
2,self_employed,High,24.0,yes,gold,2,7.0,4.0,2.0,1.0,2,condominium,11.0,Johor,1.0,Medium,High,High,accept,6
2,self_employed,Medium,24.0,no,platinum,2,15.0,6.0,2.0,2.0,3,condominium,11.0,Johor,2.0,Low,Low,Medium,accept,7
2,self_employed,Medium,16.0,yes,normal,2,7.0,6.0,2.0,1.0,1,condominium,11.0,Johor,1.0,Low,High,Medium,accept,9
2,self_employed,Low,17.0,no,normal,2,15.0,6.0,2.0,2.0,2,condominium,11.0,Johor,1.0,High,Medium,High,accept,9
2,self_employed,Medium,23.0,yes,gold,2,15.0,6.0,2.0,2.0,3,condominium,11.0,Johor,2.0,High,Medium,High,reject,8
2,self_employed,High,15.0,no,gold,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,3.0,High,Medium,Low,accept,9
2,self_employed,Medium,12.0,yes,normal,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,3.0,Low,Low,Low,accept,9
2,self_employed,Medium,22.0,no,normal,2,15.0,4.0,2.0,2.0,3,condominium,11.0,Johor,1.0,High,Medium,Medium,accept,8
2,self_employed,Medium,22.0,yes,normal,2,7.0,6.0,2.0,1.0,2,condominium,10.0,Johor,3.0,High,Medium,Medium,accept,7
2,self_employed,Medium,18.0,no,gold,2,7.0,4.0,2.0,1.0,1,condominium,11.0,Johor,3.0,Medium,Medium,Medium,accept,7
2,self_employed,High,11.0,yes,gold,2,7.0,4.0,2.0,2.0,3,condominium,11.0,Johor,1.0,High,Low,Low,reject,8
2,self_employed,Medium,18.0,no,normal,2,7.0,4.0,2.0,2.0,1,condominium,11.0,Johor,3.0,High,Medium,Medium,accept,6
2,self_employed,Medium,19.0,yes,normal,2,7.0,6.0,2.0,1.0,3,condominium,11.0,Johor,3.0,Medium,Medium,Low,accept,6
2,self_employed,Medium,17.0,no,platinum,2,15.0,6.0,2.0,2.0,2,condominium,11.0,Johor,2.0,Medium,Medium,Medium,accept,6
2,self_employed,Medium,22.0,yes,platinum,2,7.0,6.0,2.0,1.0,3,condominium,10.0,Johor,2.0,Medium,Medium,High,reject,7
2,self_employed,Medium,14.0,no,gold,2,7.0,6.0,2.0,2.0,3,condominium,11.0,Johor,3.0,Medium,High,Medium,accept,8
2,self_employed,Medium,22.0,yes,normal,2,7.0,6.0,2.0,2.0,1,condominium,10.0,Johor,3.0,Low,Medium,Medium,reject,9
2,self_employed,Low,11.0,no,normal,2,15.0,4.0,2.0,2.0,2,condominium,11.0,Johor,2.0,Low,Medium,High,reject,6
2,self_employed,Medium,10.0,yes,gold,2,7.0,6.0,2.0,1.0,1,condominium,10.0,Johor,3.0,High,Low,Low,accept,8
2,self_employed,Low,22.0,no,platinum,2,15.0,6.0,2.0,1.0,2,condominium,11.0,Johor,3.0,Medium,High,High,accept,8
2,self_employed,Medium,22.0,yes,gold,2,15.0,6.0,2.0,1.0,1,condominium,11.0,Johor,3.0,Low,Low,High,accept,7
2,self_employed,High,22.0,no,platinum,2,7.0,6.0,2.0,1.0,1,condominium,11.0,Johor,2.0,Medium,Medium,Low,accept,6
2,self_employed,Medium,17.0,yes,normal,2,7.0,6.0,2.0,2.0,3,condominium,11.0,Johor,2.0,Medium,Medium,Medium,accept,7
2,self_employed,Medium,10.0,no,normal,2,15.0,6.0,2.0,2.0,3,condominium,11.0,Johor,3.0,Medium,High,Low,accept,9
2,self_employed,Medium,11.0,yes,normal,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,3.0,High,Medium,Low,accept,7
2,self_employed,Medium,11.0,no,gold,2,7.0,4.0,2.0,2.0,2,condominium,10.0,Johor,3.0,Medium,Low,Medium,accept,6
2,self_employed,High,13.0,yes,normal,2,15.0,6.0,2.0,1.0,1,condominium,11.0,Johor,3.0,High,Low,High,accept,6
2,self_employed,Medium,22.0,no,platinum,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,3.0,Medium,Low,Medium,accept,9
2,self_employed,High,13.0,yes,gold,2,7.0,4.0,2.0,1.0,1,condominium,11.0,Johor,3.0,Medium,High,Medium,reject,6
2,self_employed,Low,23.0,no,gold,2,7.0,4.0,2.0,1.0,3,condominium,11.0,Johor,3.0,Medium,Medium,Medium,accept,9
2,self_employed,Medium,21.0,yes,gold,2,15.0,4.0,2.0,2.0,2,condominium,11.0,Johor,2.0,Medium,High,Medium,reject,8
2,self_employed,Medium,20.0,no,gold,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,2.0,Low,Low,Medium,accept,7
2,self_employed,Low,11.0,yes,normal,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,2.0,Medium,High,Medium,reject,7
2,self_employed,Medium,11.0,no,gold,2,7.0,6.0,2.0,1.0,2,condominium,11.0,Johor,3.0,High,Medium,Medium,accept,9
2,self_employed,Medium,22.0,yes,normal,2,15.0,6.0,2.0,1.0,1,condominium,10.0,Johor,3.0,High,Medium,Low,accept,8
2,self_employed,Low,22.0,no,normal,2,7.0,6.0,2.0,2.0,1,condominium,10.0,Johor,3.0,Medium,Medium,Medium,reject,7
2,self_employed,High,17.0,yes,normal,2,7.0,6.0,2.0,2.0,3,condominium,10.0,Johor,1.0,Low,Low,Medium,accept,9
2,self_employed,High,15.0,no,normal,2,7.0,6.0,2.0,2.0,3,condominium,10.0,Johor,3.0,Medium,Medium,Low,accept,8
2,self_employed,High,17.0,yes,normal,2,7.0,4.0,2.0,2.0,3,condominium,11.0,Johor,3.0,Medium,Medium,Medium,accept,6
2,self_employed,Low,22.0,no,gold,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,3.0,Medium,High,Medium,reject,8
2,self_employed,High,22.0,yes,gold,2,7.0,4.0,2.0,2.0,1,condominium,10.0,Johor,3.0,Medium,High,High,accept,8
2,self_employed,Medium,22.0,no,normal,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,3.0,Medium,Medium,Medium,accept,6
2,self_employed,High,22.0,yes,normal,2,7.0,6.0,2.0,2.0,3,condominium,10.0,Johor,3.0,High,Medium,High,accept,9
2,self_employed,Medium,16.0,no,gold,2,15.0,6.0,2.0,2.0,1,condominium,11.0,Johor,3.0,High,Medium,High,reject,6
2,self_employed,Low,22.0,yes,normal,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,3.0,Medium,High,Medium,reject,9
2,self_employed,High,12.0,no,gold,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,3.0,Medium,Low,Medium,accept,6
7,government,Medium,20.0,yes,normal,2,8.0,6.0,2.0,2.0,2,condominium,10.0,Johor,3.0,Medium,Medium,Medium,accept,7
7,government,High,12.0,no,normal,2,8.0,6.0,2.0,2.0,1,condominium,10.0,Johor,3.0,Medium,Medium,Medium,accept,6
7,government,Medium,22.0,yes,normal,2,15.0,6.0,2.0,2.0,2,condominium,10.0,Johor,1.0,Medium,High,High,accept,7
7,government,High,22.0,no,gold,2,8.0,4.0,2.0,2.0,1,condominium,10.0,Johor,1.0,Medium,High,Medium,accept,6
7,government,Medium,16.0,yes,gold,2,8.0,4.0,2.0,2.0,3,condominium,10.0,Johor,3.0,High,Medium,Medium,accept,8
7,government,Medium,16.0,no,normal,2,8.0,6.0,2.0,2.0,1,condominium,10.0,Johor,1.0,Low,High,Medium,reject,9
7,government,Low,22.0,yes,gold,2,8.0,6.0,2.0,1.0,1,condominium,10.0,Johor,1.0,Medium,Low,Medium,accept,9
7,government,Low,22.0,no,normal,2,15.0,6.0,2.0,2.0,3,condominium,10.0,Johor,1.0,High,Medium,Medium,accept,6
7,government,High,21.0,yes,gold,2,15.0,6.0,2.0,2.0,3,condominium,10.0,Johor,3.0,Medium,Low,Medium,accept,7
7,government,Medium,20.0,no,normal,2,8.0,4.0,2.0,2.0,3,condominium,10.0,Johor,2.0,High,Medium,Medium,accept,8
7,government,Medium,22.0,yes,normal,2,8.0,6.0,2.0,2.0,3,condominium,10.0,Johor,2.0,High,Medium,Low,accept,7
7,government,Medium,22.0,no,normal,2,8.0,6.0,2.0,1.0,2,condominium,10.0,Johor,3.0,High,Medium,Medium,accept,8
7,government,Low,10.0,yes,normal,2,8.0,4.0,2.0,1.0,3,condominium,10.0,Johor,2.0,Medium,Medium,Low,accept,7
7,government,Medium,23.0,no,normal,2,8.0,6.0,2.0,2.0,2,condominium,10.0,Johor,3.0,Low,Low,Medium,reject,9
7,government,High,19.0,yes,normal,2,8.0,6.0,2.0,1.0,3,condominium,10.0,Johor,1.0,Medium,Medium,Medium,accept,6
7,government,Medium,22.0,no,normal,2,8.0,6.0,2.0,2.0,2,condominium,10.0,Johor,3.0,Low,High,High,accept,6
7,government,Medium,21.0,yes,normal,2,15.0,6.0,2.0,2.0,1,condominium,10.0,Johor,2.0,High,Medium,High,accept,8
7,government,Medium,16.0,no,normal,2,8.0,4.0,2.0,2.0,3,condominium,10.0,Johor,3.0,High,Low,Medium,reject,8
7,government,Medium,21.0,yes,platinum,2,8.0,6.0,2.0,2.0,2,condominium,10.0,Johor,2.0,Medium,High,Medium,accept,7
7,government,Low,18.0,no,gold,2,15.0,4.0,2.0,2.0,2,condominium,10.0,Johor,3.0,High,High,Medium,reject,6
7,government,Medium,22.0,yes,gold,2,8.0,4.0,2.0,2.0,2,condominium,10.0,Johor,3.0,Low,Low,Medium,reject,9
7,government,Medium,23.0,no,gold,2,15.0,4.0,2.0,2.0,1,condominium,10.0,Johor,3.0,Medium,Low,Low,accept,9
7,government,Medium,20.0,yes,normal,2,8.0,6.0,2.0,1.0,1,condominium,10.0,Johor,1.0,Low,Low,Low,accept,7
7,government,Low,11.0,no,normal,2,8.0,4.0,2.0,1.0,3,condominium,10.0,Johor,2.0,High,Low,Low,accept,7
7,government,Medium,22.0,yes,normal,2,8.0,6.0,2.0,1.0,1,condominium,10.0,Johor,3.0,Medium,Medium,Low,accept,8
7,government,Low,19.0,no,gold,2,8.0,4.0,2.0,1.0,1,condominium,10.0,Johor,2.0,High,Low,Low,accept,6
7,government,Low,20.0,yes,normal,2,8.0,6.0,2.0,2.0,1,condominium,10.0,Johor,3.0,Low,High,Medium,accept,7
7,government,Medium,22.0,no,normal,2,8.0,6.0,2.0,2.0,2,condominium,10.0,Johor,3.0,Medium,Medium,Medium,accept,7
7,government,High,11.0,yes,normal,2,8.0,6.0,2.0,2.0,3,condominium,10.0,Johor,1.0,High,Medium,Medium,accept,6
7,government,Low,23.0,no,normal,2,15.0,6.0,2.0,1.0,1,condominium,10.0,Johor,1.0,Low,Low,High,accept,8
7,government,High,22.0,yes,normal,2,8.0,6.0,2.0,1.0,2,condominium,10.0,Johor,3.0,High,Low,High,accept,6
7,government,Low,18.0,no,normal,2,8.0,6.0,2.0,2.0,1,condominium,10.0,Johor,3.0,High,Medium,High,accept,9
7,government,High,16.0,yes,normal,2,8.0,4.0,2.0,2.0,2,condominium,10.0,Johor,1.0,Medium,Low,Medium,accept,8
7,government,Low,24.0,no,normal,2,8.0,4.0,2.0,1.0,3,condominium,10.0,Johor,3.0,Low,Low,Medium,reject,6
7,government,High,18.0,yes,gold,2,15.0,4.0,2.0,2.0,3,condominium,10.0,Johor,3.0,Medium,Low,Medium,reject,7
7,government,High,10.0,no,gold,2,8.0,6.0,2.0,2.0,2,condominium,10.0,Johor,3.0,Medium,Medium,Low,accept,8
7,government,Low,15.0,yes,normal,2,15.0,6.0,2.0,1.0,2,condominium,10.0,Johor,3.0,Medium,High,Low,reject,8
7,government,Medium,14.0,no,normal,2,8.0,4.0,2.0,2.0,2,condominium,10.0,Johor,1.0,Low,Medium,Medium,accept,8
7,government,High,24.0,yes,platinum,2,15.0,6.0,2.0,1.0,2,condominium,10.0,Johor,3.0,Medium,Medium,Low,accept,6
7,government,Medium,16.0,no,normal,2,8.0,4.0,2.0,2.0,2,condominium,10.0,Johor,1.0,Medium,Medium,High,accept,7
7,government,Medium,10.0,yes,normal,2,8.0,6.0,2.0,1.0,2,condominium,10.0,Johor,3.0,Low,Low,High,accept,7
7,government,High,18.0,no,normal,2,8.0,6.0,2.0,1.0,2,condominium,10.0,Johor,3.0,Medium,High,Medium,accept,7
7,government,High,22.0,yes,normal,2,15.0,4.0,2.0,1.0,1,condominium,10.0,Johor,3.0,High,High,Low,accept,8
7,government,High,14.0,no,normal,2,8.0,6.0,2.0,1.0,1,condominium,10.0,Johor,3.0,Medium,Medium,Medium,accept,6
7,government,Low,10.0,yes,platinum,2,8.0,6.0,2.0,1.0,3,condominium,10.0,Johor,3.0,Medium,Low,Medium,accept,6
7,government,Low,14.0,no,gold,2,8.0,6.0,2.0,2.0,3,condominium,10.0,Johor,3.0,High,Medium,Medium,accept,7
7,government,Medium,18.0,yes,platinum,2,15.0,6.0,2.0,2.0,1,condominium,10.0,Johor,3.0,Medium,Low,Medium,reject,6
7,government,High,13.0,no,gold,2,8.0,6.0,2.0,1.0,3,condominium,10.0,Johor,3.0,Low,High,Medium,accept,7
7,government,Medium,11.0,yes,normal,2,15.0,6.0,2.0,2.0,2,condominium,10.0,Johor,2.0,Low,Low,Medium,reject,7
7,government,High,20.0,no,gold,2,15.0,4.0,2.0,2.0,2,condominium,10.0,Johor,2.0,Medium,Medium,Medium,accept,9
7,government,High,13.0,yes,normal,2,8.0,6.0,2.0,2.0,1,condominium,10.0,Johor,2.0,High,Low,Medium,accept,8
7,government,Medium,24.0,no,normal,2,15.0,6.0,2.0,1.0,1,condominium,10.0,Johor,3.0,Medium,High,Medium,accept,7
7,government,Low,12.0,yes,normal,2,15.0,6.0,2.0,2.0,2,condominium,10.0,Johor,1.0,High,Medium,Medium,accept,8
7,government,Medium,23.0,no,normal,2,15.0,6.0,2.0,2.0,3,condominium,10.0,Johor,1.0,High,Medium,Medium,accept,7
7,government,Medium,20.0,yes,normal,2,8.0,4.0,2.0,1.0,1,condominium,10.0,Johor,3.0,Medium,Medium,Medium,accept,6
7,government,High,17.0,no,normal,2,8.0,6.0,2.0,2.0,3,condominium,10.0,Johor,1.0,Medium,Medium,Medium,reject,7
7,government,Medium,11.0,yes,normal,2,8.0,4.0,2.0,1.0,1,condominium,10.0,Johor,1.0,Low,Low,Medium,accept,6
7,government,Medium,12.0,no,gold,2,8.0,6.0,2.0,1.0,3,condominium,10.0,Johor,3.0,Medium,Low,High,accept,7
7,government,Medium,10.0,yes,gold,2,8.0,6.0,2.0,2.0,3,condominium,10.0,Johor,3.0,Medium,High,High,accept,9
7,government,Medium,16.0,no,normal,2,8.0,6.0,2.0,2.0,1,condominium,10.0,Johor,2.0,Medium,High,High,accept,8
7,government,Medium,17.0,yes,gold,2,8.0,4.0,2.0,1.0,3,condominium,10.0,Selangor,2.0,Medium,High,High,accept,6
7,government,Medium,18.0,no,gold,2,8.0,6.0,2.0,2.0,2,condominium,10.0,Selangor,2.0,Low,Medium,Medium,accept,7
7,government,Low,10.0,yes,normal,2,15.0,4.0,2.0,2.0,2,condominium,10.0,Selangor,3.0,Low,High,Low,accept,9
7,government,Low,22.0,no,normal,2,8.0,6.0,2.0,2.0,1,condominium,10.0,Selangor,2.0,Medium,High,Medium,accept,6
7,government,Low,16.0,yes,normal,2,8.0,4.0,2.0,1.0,1,condominium,10.0,Selangor,2.0,Low,Medium,Medium,accept,6
7,government,High,10.0,no,normal,2,15.0,6.0,2.0,2.0,3,condominium,10.0,Selangor,2.0,High,Medium,Medium,accept,7
7,government,High,24.0,yes,platinum,2,8.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,1.0,Medium,Low,High,accept,8
7,government,High,10.0,no,normal,2,15.0,4.0,2.0,1.0,1,condominium,10.0,Selangor,1.0,High,Medium,Medium,accept,8
7,government,Medium,17.0,yes,normal,2,15.0,6.0,2.0,1.0,2,condominium,10.0,Selangor,3.0,Medium,Medium,Low,accept,6
7,government,Low,21.0,no,gold,2,8.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,Medium,High,Medium,reject,8
7,government,Medium,23.0,yes,gold,2,15.0,6.0,2.0,2.0,1,condominium,10.0,Selangor,3.0,Medium,Medium,High,accept,8
7,government,Low,13.0,no,gold,2,8.0,6.0,2.0,2.0,3,condominium,10.0,Selangor,2.0,Medium,Medium,Low,accept,9
7,government,High,22.0,yes,normal,2,8.0,4.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,Low,Medium,High,reject,6
7,government,Medium,20.0,no,normal,2,8.0,6.0,2.0,2.0,1,condominium,10.0,Selangor,3.0,Low,Medium,Low,accept,7
7,government,Low,12.0,yes,normal,2,15.0,4.0,2.0,2.0,2,condominium,10.0,Selangor,3.0,High,Low,Medium,accept,9
7,government,Low,20.0,no,normal,2,8.0,6.0,2.0,2.0,2,condominium,10.0,Selangor,1.0,Low,Low,High,reject,7
7,government,Low,13.0,yes,normal,2,8.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,Medium,High,Low,accept,8
7,government,Low,23.0,no,normal,2,8.0,4.0,2.0,1.0,3,condominium,10.0,Selangor,2.0,High,Medium,Medium,accept,6
7,government,Medium,23.0,yes,normal,2,8.0,6.0,2.0,1.0,2,condominium,10.0,Selangor,2.0,High,Medium,Medium,reject,7
7,government,Medium,18.0,no,normal,2,8.0,4.0,2.0,2.0,3,condominium,10.0,Selangor,2.0,High,Medium,Medium,accept,7
7,government,Low,18.0,yes,gold,2,8.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,High,High,Medium,accept,9
7,government,Medium,23.0,no,normal,2,8.0,6.0,2.0,1.0,2,condominium,10.0,Selangor,2.0,Low,High,Medium,accept,6
7,government,High,10.0,yes,normal,2,8.0,4.0,2.0,2.0,1,condominium,10.0,Selangor,2.0,Low,Medium,Medium,accept,7
7,government,Medium,23.0,no,normal,2,15.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,3.0,Medium,Low,Medium,accept,6
7,government,Medium,22.0,yes,gold,2,8.0,6.0,2.0,2.0,2,condominium,10.0,Selangor,3.0,Low,Medium,Low,accept,8
7,government,Medium,22.0,no,normal,2,15.0,4.0,2.0,2.0,1,condominium,10.0,Selangor,2.0,Medium,High,Medium,accept,8
7,government,Low,20.0,yes,normal,2,8.0,4.0,2.0,1.0,1,condominium,10.0,Selangor,3.0,High,Medium,High,reject,9
7,government,High,22.0,no,gold,2,15.0,4.0,2.0,2.0,3,condominium,10.0,Selangor,3.0,Low,Low,Medium,accept,8
7,government,High,22.0,yes,normal,2,8.0,6.0,2.0,2.0,2,condominium,10.0,Selangor,3.0,High,Low,Low,accept,6
7,government,Medium,22.0,no,gold,2,8.0,4.0,2.0,1.0,1,condominium,10.0,Selangor,1.0,High,High,High,accept,6
7,government,Medium,16.0,yes,normal,2,8.0,4.0,2.0,2.0,2,condominium,10.0,Selangor,1.0,Medium,Medium,Medium,accept,8
7,government,Medium,10.0,no,normal,2,15.0,4.0,2.0,2.0,2,condominium,10.0,Selangor,3.0,Medium,High,Low,reject,8
7,government,Low,23.0,yes,normal,2,8.0,6.0,2.0,1.0,2,condominium,10.0,Selangor,3.0,Low,Medium,Medium,accept,9
7,government,High,19.0,no,normal,2,8.0,6.0,2.0,2.0,1,condominium,10.0,Selangor,3.0,High,High,High,reject,9
7,government,High,17.0,yes,normal,2,8.0,4.0,2.0,1.0,1,condominium,10.0,Selangor,3.0,Medium,Low,High,accept,7
7,government,Low,12.0,no,normal,2,15.0,6.0,2.0,2.0,1,condominium,10.0,Selangor,2.0,Low,Medium,Medium,accept,8
7,government,Low,22.0,yes,normal,2,8.0,6.0,2.0,2.0,3,condominium,10.0,Selangor,2.0,Medium,Medium,High,accept,6
